"customer","staff","date","amount","running_total"
"William Satterfield","Jon Stephens","2007-04-29","0.99","1323.81"
"Richard Mccrary","Jon Stephens","2007-04-29","4.99","1328.80"
"Charles Kowalski","Mike Hillyer","2007-04-29","0.99","1330.78"
"Charles Kowalski","Jon Stephens","2007-04-29","0.99","1330.78"
"Joseph Joy","Mike Hillyer","2007-04-29","6.99","1337.77"
"Thomas Grigsby","Jon Stephens","2007-04-29","0.99","1338.76"
"Christopher Greco","Mike Hillyer","2007-04-29","4.99","1349.73"
"Christopher Greco","Mike Hillyer","2007-04-29","2.99","1349.73"
"Christopher Greco","Mike Hillyer","2007-04-29","2.99","1349.73"
"Daniel Cabral","Jon Stephens","2007-04-29","5.99","1355.72"
"Paul Trout","Mike Hillyer","2007-04-29","2.99","1358.71"
"Mark Rinehart","Mike Hillyer","2007-04-29","4.99","1370.69"
"Mark Rinehart","Mike Hillyer","2007-04-29","6.99","1370.69"
"Donald Mahon","Jon Stephens","2007-04-29","4.99","1375.68"
"George Linton","Jon Stephens","2007-04-29","4.99","1387.66"
"George Linton","Jon Stephens","2007-04-29","6.99","1387.66"
"Kenneth Gooden","Jon Stephens","2007-04-29","6.99","1400.64"
"Kenneth Gooden","Mike Hillyer","2007-04-29","5.99","1400.64"
"Steven Curley","Mike Hillyer","2007-04-29","4.99","1405.63"
"Edward Baugh","Mike Hillyer","2007-04-29","2.99","1413.61"
"Edward Baugh","Mike Hillyer","2007-04-29","4.99","1413.61"
"Anthony Schwab","Jon Stephens","2007-04-29","4.99","1418.60"
"Kevin Schuler","Jon Stephens","2007-04-29","6.99","1425.59"
"Matthew Mahan","Mike Hillyer","2007-04-29","0.99","1427.57"
"Matthew Mahan","Jon Stephens","2007-04-29","0.99","1427.57"
"Gary Coy","Mike Hillyer","2007-04-29","3.99","1431.56"
"Timothy Bunn","Jon Stephens","2007-04-29","0.99","1432.55"
"Jose Andrew","Mike Hillyer","2007-04-29","5.99","1446.52"
"Jose Andrew","Jon Stephens","2007-04-29","2.99","1446.52"
"Jose Andrew","Mike Hillyer","2007-04-29","4.99","1446.52"
"Jeffrey Spear","Jon Stephens","2007-04-29","4.99","1458.50"
"Jeffrey Spear","Mike Hillyer","2007-04-29","6.99","1458.50"
"Frank Waggoner","Mike Hillyer","2007-04-29","6.99","1465.49"
"Scott Shelley","Mike Hillyer","2007-04-29","4.99","1470.48"
"Andrew Purdy","Mike Hillyer","2007-04-29","4.99","1475.47"
"Gregory Mauldin","Jon Stephens","2007-04-29","3.99","1482.45"
"Gregory Mauldin","Mike Hillyer","2007-04-29","2.99","1482.45"
"Joshua Mark","Mike Hillyer","2007-04-29","6.99","1499.42"
"Joshua Mark","Jon Stephens","2007-04-29","4.99","1499.42"
"Joshua Mark","Jon Stephens","2007-04-29","4.99","1499.42"
"Jerry Jordon","Mike Hillyer","2007-04-29","4.99","1504.41"
"Dennis Gilman","Mike Hillyer","2007-04-29","0.99","1505.40"
"Patrick Newsom","Mike Hillyer","2007-04-29","4.99","1521.36"
"Patrick Newsom","Jon Stephens","2007-04-29","4.99","1521.36"
"Patrick Newsom","Mike Hillyer","2007-04-29","0.99","1521.36"
"Patrick Newsom","Jon Stephens","2007-04-29","4.99","1521.36"
"Peter Menard","Mike Hillyer","2007-04-29","2.99","1534.34"
"Peter Menard","Mike Hillyer","2007-04-29","9.99","1534.34"
"Henry Billingsley","Jon Stephens","2007-04-29","2.99","1537.33"
"Carl Artis","Jon Stephens","2007-04-29","8.99","1546.32"
"Arthur Simpkins","Jon Stephens","2007-04-29","8.99","1563.29"
"Arthur Simpkins","Jon Stephens","2007-04-29","0.99","1563.29"
"Arthur Simpkins","Mike Hillyer","2007-04-29","6.99","1563.29"
"Ryan Salisbury","Jon Stephens","2007-04-29","4.99","1571.27"
"Ryan Salisbury","Jon Stephens","2007-04-29","2.99","1571.27"
"Roger Quintanilla","Jon Stephens","2007-04-29","4.99","1584.24"
"Roger Quintanilla","Mike Hillyer","2007-04-29","2.99","1584.24"
"Roger Quintanilla","Mike Hillyer","2007-04-29","4.99","1584.24"
"Joe Gilliland","Jon Stephens","2007-04-29","4.99","1589.23"
"Jack Foust","Jon Stephens","2007-04-29","4.99","1594.22"
"Justin Ngo","Jon Stephens","2007-04-29","8.99","1613.19"
"Justin Ngo","Mike Hillyer","2007-04-29","4.99","1613.19"
"Justin Ngo","Jon Stephens","2007-04-29","4.99","1613.19"
"Terry Grissom","Jon Stephens","2007-04-29","1.99","1615.18"
"Samuel Marlow","Mike Hillyer","2007-04-29","2.99","1618.17"
"Ralph Madrigal","Jon Stephens","2007-04-29","2.99","1621.16"
"Nicholas Barfield","Jon Stephens","2007-04-29","2.99","1633.12"
"Nicholas Barfield","Mike Hillyer","2007-04-29","2.99","1633.12"
"Nicholas Barfield","Jon Stephens","2007-04-29","4.99","1633.12"
"Nicholas Barfield","Mike Hillyer","2007-04-29","0.99","1633.12"
"Roy Whiting","Jon Stephens","2007-04-29","2.99","1645.09"
"Roy Whiting","Jon Stephens","2007-04-29","4.99","1645.09"
"Roy Whiting","Jon Stephens","2007-04-29","3.99","1645.09"
"Bruce Schwarz","Mike Hillyer","2007-04-29","3.99","1654.07"
"Bruce Schwarz","Jon Stephens","2007-04-29","4.99","1654.07"
"Adam Gooch","Jon Stephens","2007-04-29","0.99","1655.06"
"Fred Wheat","Jon Stephens","2007-04-29","2.99","1658.05"
"Steve Mackenzie","Mike Hillyer","2007-04-29","0.99","1672.01"
"Steve Mackenzie","Mike Hillyer","2007-04-29","0.99","1672.01"
"Steve Mackenzie","Mike Hillyer","2007-04-29","2.99","1672.01"
"Steve Mackenzie","Jon Stephens","2007-04-29","8.99","1672.01"
"Louis Leone","Mike Hillyer","2007-04-29","3.99","1676.00"
"Jeremy Hurtado","Jon Stephens","2007-04-29","7.99","1683.99"
"Aaron Selby","Jon Stephens","2007-04-29","2.99","1686.98"
"Randy Gaither","Mike Hillyer","2007-04-29","5.99","1692.97"
"Eugene Culpepper","Jon Stephens","2007-04-29","2.99","1695.96"
"Bobby Boudreau","Jon Stephens","2007-04-29","0.99","1696.95"
"Victor Barkley","Jon Stephens","2007-04-29","0.99","1707.93"
"Victor Barkley","Mike Hillyer","2007-04-29","9.99","1707.93"
"Martin Bales","Mike Hillyer","2007-04-29","0.99","1711.91"
"Martin Bales","Jon Stephens","2007-04-29","2.99","1711.91"
"Ernest Stepp","Mike Hillyer","2007-04-29","1.99","1713.90"
"Phillip Holm","Mike Hillyer","2007-04-29","2.99","1719.88"
"Phillip Holm","Mike Hillyer","2007-04-29","2.99","1719.88"
"Todd Tan","Mike Hillyer","2007-04-29","2.99","1727.86"
"Todd Tan","Jon Stephens","2007-04-29","4.99","1727.86"
"Craig Morrell","Jon Stephens","2007-04-29","3.99","1731.85"
"Alan Kahn","Mike Hillyer","2007-04-29","4.99","1743.83"
"Alan Kahn","Mike Hillyer","2007-04-29","6.99","1743.83"
"Shawn Heaton","Mike Hillyer","2007-04-29","0.99","1744.82"
"Clarence Gamez","Mike Hillyer","2007-04-29","0.99","1745.81"
"Sean Douglass","Jon Stephens","2007-04-29","9.99","1755.80"
"Philip Causey","Jon Stephens","2007-04-29","0.99","1756.79"
"Earl Shanks","Jon Stephens","2007-04-29","2.99","1762.77"
"Earl Shanks","Jon Stephens","2007-04-29","2.99","1762.77"
"Antonio Meek","Mike Hillyer","2007-04-29","7.99","1770.76"
"Danny Isom","Jon Stephens","2007-04-29","5.99","1776.75"
"Tony Carranza","Jon Stephens","2007-04-29","2.99","1791.72"
"Tony Carranza","Mike Hillyer","2007-04-29","8.99","1791.72"
"Tony Carranza","Mike Hillyer","2007-04-29","2.99","1791.72"
"Luis Yanez","Jon Stephens","2007-04-29","7.99","1799.71"
"Stanley Scroggins","Mike Hillyer","2007-04-29","3.99","1803.70"
"Leonard Schofield","Jon Stephens","2007-04-29","2.99","1806.69"
"Nathan Runyon","Jon Stephens","2007-04-29","0.99","1811.66"
"Nathan Runyon","Jon Stephens","2007-04-29","2.99","1811.66"
"Nathan Runyon","Mike Hillyer","2007-04-29","0.99","1811.66"
"Dale Ratcliff","Mike Hillyer","2007-04-29","2.99","1815.64"
"Dale Ratcliff","Jon Stephens","2007-04-29","0.99","1815.64"
"Manuel Murrell","Jon Stephens","2007-04-29","6.99","1826.62"
"Manuel Murrell","Jon Stephens","2007-04-29","3.99","1826.62"
"Rodney Moeller","Mike Hillyer","2007-04-29","1.99","1828.61"
"Curtis Irby","Mike Hillyer","2007-04-29","0.99","1833.59"
"Curtis Irby","Jon Stephens","2007-04-29","3.99","1833.59"
"Norman Currier","Jon Stephens","2007-04-29","5.99","1839.58"
"Allen Butterfield","Mike Hillyer","2007-04-29","0.99","1858.55"
"Allen Butterfield","Jon Stephens","2007-04-29","8.99","1858.55"
"Allen Butterfield","Mike Hillyer","2007-04-29","8.99","1858.55"
"Glenn Pullen","Jon Stephens","2007-04-29","2.99","1861.54"
"Jeffery Pinson","Jon Stephens","2007-04-29","5.99","1873.51"
"Jeffery Pinson","Jon Stephens","2007-04-29","2.99","1873.51"
"Jeffery Pinson","Jon Stephens","2007-04-29","2.99","1873.51"
"Travis Estep","Mike Hillyer","2007-04-29","2.99","1876.50"
"Jeff East","Jon Stephens","2007-04-29","5.99","1894.47"
"Jeff East","Jon Stephens","2007-04-29","10.99","1894.47"
"Jeff East","Jon Stephens","2007-04-29","0.99","1894.47"
"Jacob Lance","Jon Stephens","2007-04-29","0.99","1895.46"
"Lee Hawks","Mike Hillyer","2007-04-29","4.99","1900.45"
"Alfred Casillas","Jon Stephens","2007-04-29","9.99","1910.44"
"Jesus Mccartney","Mike Hillyer","2007-04-29","5.99","1922.42"
"Jesus Mccartney","Jon Stephens","2007-04-29","5.99","1922.42"
"Herbert Kruger","Jon Stephens","2007-04-29","4.99","1932.40"
"Herbert Kruger","Jon Stephens","2007-04-29","4.99","1932.40"
"Ray Houle","Mike Hillyer","2007-04-29","4.99","1937.39"
"Joel Francisco","Jon Stephens","2007-04-29","4.99","1942.38"
"Don Bone","Mike Hillyer","2007-04-29","5.99","1951.36"
"Don Bone","Mike Hillyer","2007-04-29","2.99","1951.36"
"Ricky Shelby","Mike Hillyer","2007-04-29","5.99","1962.34"
"Ricky Shelby","Jon Stephens","2007-04-29","4.99","1962.34"
"Barry Lovelace","Jon Stephens","2007-04-29","2.99","1965.33"
"Alexander Fennell","Mike Hillyer","2007-04-29","2.99","1974.30"
"Alexander Fennell","Mike Hillyer","2007-04-29","2.99","1974.30"
"Alexander Fennell","Jon Stephens","2007-04-29","2.99","1974.30"
"Mario Cheatham","Jon Stephens","2007-04-29","4.99","1990.26"
"Mario Cheatham","Mike Hillyer","2007-04-29","0.99","1990.26"
"Mario Cheatham","Mike Hillyer","2007-04-29","4.99","1990.26"
"Mario Cheatham","Mike Hillyer","2007-04-29","4.99","1990.26"
"Leroy Bustamante","Mike Hillyer","2007-04-29","4.99","1995.25"
"Micheal Forman","Jon Stephens","2007-04-29","0.99","2005.23"
"Micheal Forman","Mike Hillyer","2007-04-29","8.99","2005.23"
"Theodore Culp","Jon Stephens","2007-04-29","6.99","2023.19"
"Theodore Culp","Jon Stephens","2007-04-29","0.99","2023.19"
"Theodore Culp","Jon Stephens","2007-04-29","4.99","2023.19"
"Theodore Culp","Mike Hillyer","2007-04-29","4.99","2023.19"
"Clifford Bowens","Mike Hillyer","2007-04-29","8.99","2032.18"
"Jay Robb","Jon Stephens","2007-04-29","4.99","2037.17"
"Tom Milner","Mike Hillyer","2007-04-29","1.99","2039.16"
"Alex Gresham","Jon Stephens","2007-04-29","2.99","2043.14"
"Alex Gresham","Mike Hillyer","2007-04-29","0.99","2043.14"
"Jon Wiles","Jon Stephens","2007-04-29","2.99","2046.13"
"Ronnie Ricketts","Mike Hillyer","2007-04-29","4.99","2051.12"
"Bill Gavin","Mike Hillyer","2007-04-29","2.99","2059.10"
"Bill Gavin","Jon Stephens","2007-04-29","4.99","2059.10"
"Tommy Collazo","Mike Hillyer","2007-04-29","9.99","2083.07"
"Tommy Collazo","Mike Hillyer","2007-04-29","2.99","2083.07"
"Tommy Collazo","Jon Stephens","2007-04-29","10.99","2083.07"
"Leon Bostic","Jon Stephens","2007-04-29","2.99","2086.06"
"Warren Sherrod","Mike Hillyer","2007-04-29","0.99","2094.03"
"Warren Sherrod","Jon Stephens","2007-04-29","2.99","2094.03"
"Warren Sherrod","Mike Hillyer","2007-04-29","3.99","2094.03"
"Darrell Power","Mike Hillyer","2007-04-29","2.99","2097.02"
"Leo Ebert","Jon Stephens","2007-04-29","0.99","2098.01"
"Alvin Deloach","Jon Stephens","2007-04-29","8.99","2111.99"
"Alvin Deloach","Mike Hillyer","2007-04-29","4.99","2111.99"
"Tim Cary","Jon Stephens","2007-04-29","5.99","2124.97"
"Tim Cary","Jon Stephens","2007-04-29","6.99","2124.97"
"Wesley Bull","Jon Stephens","2007-04-29","0.99","2125.96"
"Gordon Allard","Jon Stephens","2007-04-29","8.99","2141.94"
"Gordon Allard","Mike Hillyer","2007-04-29","6.99","2141.94"
"Dan Paine","Jon Stephens","2007-04-29","2.99","2157.91"
"Dan Paine","Mike Hillyer","2007-04-29","5.99","2157.91"
"Dan Paine","Mike Hillyer","2007-04-29","6.99","2157.91"
"Lewis Lyman","Jon Stephens","2007-04-29","4.99","2162.90"
"Corey Hauser","Jon Stephens","2007-04-29","4.99","2167.89"
"Maurice Crawley","Jon Stephens","2007-04-29","2.99","2170.88"
"Vernon Chapa","Mike Hillyer","2007-04-29","4.99","2175.87"
"Roberto Vu","Jon Stephens","2007-04-29","0.99","2176.86"
"Glen Talbert","Jon Stephens","2007-04-29","8.99","2185.85"
"Hector Poindexter","Jon Stephens","2007-04-29","2.99","2195.82"
"Hector Poindexter","Mike Hillyer","2007-04-29","4.99","2195.82"
"Hector Poindexter","Jon Stephens","2007-04-29","1.99","2195.82"
"Sam Mcduffie","Mike Hillyer","2007-04-29","5.99","2201.81"
"Brent Harkins","Mike Hillyer","2007-04-29","4.99","2209.79"
"Brent Harkins","Mike Hillyer","2007-04-29","2.99","2209.79"
"Ramon Choate","Jon Stephens","2007-04-29","2.99","2215.77"
"Ramon Choate","Jon Stephens","2007-04-29","2.99","2215.77"
"Charlie Bess","Mike Hillyer","2007-04-29","5.99","2229.74"
"Charlie Bess","Mike Hillyer","2007-04-29","5.99","2229.74"
"Charlie Bess","Mike Hillyer","2007-04-29","1.99","2229.74"
"Gilbert Sledge","Jon Stephens","2007-04-29","4.99","2241.72"
"Gilbert Sledge","Jon Stephens","2007-04-29","6.99","2241.72"
"Marc Outlaw","Mike Hillyer","2007-04-29","3.99","2245.71"
"Reginald Kinder","Mike Hillyer","2007-04-29","6.99","2252.70"
"Ruben Geary","Jon Stephens","2007-04-29","2.99","2255.69"
"Nathaniel Adam","Mike Hillyer","2007-04-29","9.99","2265.68"
"Leslie Seward","Jon Stephens","2007-04-29","0.99","2266.67"
"Edgar Rhoads","Jon Stephens","2007-04-29","2.99","2269.66"
"Ben Easter","Jon Stephens","2007-04-29","3.99","2273.65"
"Cecil Vines","Jon Stephens","2007-04-29","4.99","2278.64"
"Duane Tubbs","Jon Stephens","2007-04-29","4.99","2304.60"
"Duane Tubbs","Mike Hillyer","2007-04-29","5.99","2304.60"
"Duane Tubbs","Jon Stephens","2007-04-29","9.99","2304.60"
"Duane Tubbs","Mike Hillyer","2007-04-29","4.99","2304.60"
"Andre Rapp","Mike Hillyer","2007-04-29","4.99","2309.59"
"Elmer Noe","Jon Stephens","2007-04-29","5.99","2323.56"
"Elmer Noe","Jon Stephens","2007-04-29","4.99","2323.56"
"Elmer Noe","Jon Stephens","2007-04-29","2.99","2323.56"
"Gabriel Harder","Mike Hillyer","2007-04-29","2.99","2326.55"
"Mitchell Westmoreland","Mike Hillyer","2007-04-29","2.99","2332.53"
"Mitchell Westmoreland","Jon Stephens","2007-04-29","2.99","2332.53"
"Arnold Havens","Mike Hillyer","2007-04-29","6.99","2339.52"
"Harvey Guajardo","Mike Hillyer","2007-04-29","5.99","2345.51"
"Jared Ely","Mike Hillyer","2007-04-29","6.99","2352.50"
"Karl Seal","Mike Hillyer","2007-04-29","2.99","2355.49"
"Cory Meehan","Mike Hillyer","2007-04-29","0.99","2356.48"
"Claude Herzog","Mike Hillyer","2007-04-29","3.99","2360.47"
"Erik Guillen","Jon Stephens","2007-04-29","2.99","2363.46"
"Darryl Ashcraft","Mike Hillyer","2007-04-29","0.99","2364.45"
"Jamie Waugh","Jon Stephens","2007-04-29","4.99","2375.43"
"Jamie Waugh","Jon Stephens","2007-04-29","5.99","2375.43"
"Neil Renner","Mike Hillyer","2007-04-29","5.99","2381.42"
"Jessie Milam","Mike Hillyer","2007-04-29","1.99","2388.39"
"Jessie Milam","Mike Hillyer","2007-04-29","2.99","2388.39"
"Jessie Milam","Jon Stephens","2007-04-29","1.99","2388.39"
"Christian Jung","Jon Stephens","2007-04-29","0.99","2389.38"
"Javier Elrod","Mike Hillyer","2007-04-29","2.99","2397.36"
"Javier Elrod","Mike Hillyer","2007-04-29","4.99","2397.36"
"Fernando Churchill","Jon Stephens","2007-04-29","4.99","2407.34"
"Fernando Churchill","Mike Hillyer","2007-04-29","4.99","2407.34"
"Ted Breaux","Mike Hillyer","2007-04-29","0.99","2408.33"
"Mathew Bolin","Jon Stephens","2007-04-29","5.99","2414.32"
"Darren Windham","Mike Hillyer","2007-04-29","4.99","2419.31"
"Lonnie Tirado","Jon Stephens","2007-04-29","3.99","2428.29"
"Lonnie Tirado","Mike Hillyer","2007-04-29","4.99","2428.29"
"Lance Pemberton","Jon Stephens","2007-04-29","4.99","2436.27"
"Lance Pemberton","Mike Hillyer","2007-04-29","2.99","2436.27"
"Cody Nolen","Jon Stephens","2007-04-29","2.99","2439.26"
"Julio Noland","Jon Stephens","2007-04-29","3.99","2446.24"
"Julio Noland","Jon Stephens","2007-04-29","2.99","2446.24"
"Kelly Knott","Mike Hillyer","2007-04-29","4.99","2451.23"
"Kurt Emmons","Mike Hillyer","2007-04-29","2.99","2454.22"
"Nelson Christenson","Mike Hillyer","2007-04-29","4.99","2459.21"
"Guy Brownlee","Mike Hillyer","2007-04-29","6.99","2469.19"
"Guy Brownlee","Jon Stephens","2007-04-29","2.99","2469.19"
"Hugh Waldrop","Jon Stephens","2007-04-29","4.99","2480.17"
"Hugh Waldrop","Jon Stephens","2007-04-29","5.99","2480.17"
"Armando Gruber","Mike Hillyer","2007-04-29","5.99","2486.16"
"Jimmie Eggleston","Mike Hillyer","2007-04-29","2.99","2497.13"
"Jimmie Eggleston","Mike Hillyer","2007-04-29","4.99","2497.13"
"Jimmie Eggleston","Mike Hillyer","2007-04-29","2.99","2497.13"
"Everett Banda","Mike Hillyer","2007-04-29","1.99","2499.12"
"Jordan Archuleta","Mike Hillyer","2007-04-29","2.99","2513.09"
"Jordan Archuleta","Jon Stephens","2007-04-29","4.99","2513.09"
"Jordan Archuleta","Jon Stephens","2007-04-29","5.99","2513.09"
"Ian Still","Mike Hillyer","2007-04-29","10.99","2524.08"
"Ken Prewitt","Jon Stephens","2007-04-29","6.99","2545.05"
"Ken Prewitt","Mike Hillyer","2007-04-29","5.99","2545.05"
"Ken Prewitt","Jon Stephens","2007-04-29","7.99","2545.05"
"Bob Pfeiffer","Mike Hillyer","2007-04-29","0.99","2551.03"
"Bob Pfeiffer","Jon Stephens","2007-04-29","4.99","2551.03"
"Casey Mena","Jon Stephens","2007-04-29","1.99","2565.99"
"Casey Mena","Mike Hillyer","2007-04-29","4.99","2565.99"
"Casey Mena","Mike Hillyer","2007-04-29","0.99","2565.99"
"Casey Mena","Jon Stephens","2007-04-29","6.99","2565.99"
"Alfredo Mcadams","Mike Hillyer","2007-04-29","2.99","2568.98"
"Dave Gardiner","Mike Hillyer","2007-04-29","2.99","2571.97"
"Ivan Cromwell","Jon Stephens","2007-04-29","4.99","2576.96"
"Johnnie Chisholm","Mike Hillyer","2007-04-29","4.99","2581.95"
"Sidney Burleson","Mike Hillyer","2007-04-29","0.99","2583.93"
"Sidney Burleson","Jon Stephens","2007-04-29","0.99","2583.93"
"Byron Box","Mike Hillyer","2007-04-29","4.99","2588.92"
"Julian Vest","Mike Hillyer","2007-04-29","4.99","2593.91"
"Isaac Oglesby","Jon Stephens","2007-04-29","2.99","2597.89"
"Isaac Oglesby","Jon Stephens","2007-04-29","0.99","2597.89"
"Morris Mccarter","Mike Hillyer","2007-04-29","4.99","2602.88"
"Clifton Malcolm","Jon Stephens","2007-04-29","6.99","2609.87"
"Daryl Larue","Mike Hillyer","2007-04-29","0.99","2611.85"
"Daryl Larue","Mike Hillyer","2007-04-29","0.99","2611.85"
"Ross Grey","Mike Hillyer","2007-04-29","3.99","2620.83"
"Ross Grey","Jon Stephens","2007-04-29","4.99","2620.83"
"Andy Vanhorn","Mike Hillyer","2007-04-29","2.99","2636.80"
"Andy Vanhorn","Mike Hillyer","2007-04-29","6.99","2636.80"
"Andy Vanhorn","Jon Stephens","2007-04-29","5.99","2636.80"
"Marshall Thorn","Jon Stephens","2007-04-29","7.99","2644.79"
"Salvador Teel","Jon Stephens","2007-04-29","4.99","2649.78"
"Perry Swafford","Jon Stephens","2007-04-29","2.99","2652.77"
"Sergio Stanfield","Jon Stephens","2007-04-29","5.99","2658.76"
"Marion Ocampo","Mike Hillyer","2007-04-29","4.99","2672.72"
"Marion Ocampo","Mike Hillyer","2007-04-29","2.99","2672.72"
"Marion Ocampo","Jon Stephens","2007-04-29","2.99","2672.72"
"Marion Ocampo","Mike Hillyer","2007-04-29","2.99","2672.72"
"Tracy Herrmann","Mike Hillyer","2007-04-29","3.99","2676.71"
"Seth Hannon","Mike Hillyer","2007-04-29","4.99","2681.70"
"Kent Arsenault","Jon Stephens","2007-04-29","4.99","2692.68"
"Kent Arsenault","Jon Stephens","2007-04-29","5.99","2692.68"
"Terrance Roush","Mike Hillyer","2007-04-29","2.99","2696.66"
"Terrance Roush","Jon Stephens","2007-04-29","0.99","2696.66"
"Rene Mcalister","Mike Hillyer","2007-04-29","2.99","2699.65"
"Eduardo Hiatt","Jon Stephens","2007-04-29","5.99","2710.62"
"Eduardo Hiatt","Mike Hillyer","2007-04-29","1.99","2710.62"
"Eduardo Hiatt","Mike Hillyer","2007-04-29","2.99","2710.62"
"Wade Delvalle","Mike Hillyer","2007-04-29","5.99","2717.60"
"Wade Delvalle","Jon Stephens","2007-04-29","0.99","2717.60"
"Mary Smith","Jon Stephens","2007-04-30","2.99","2.99"
"Patricia Johnson","Mike Hillyer","2007-04-30","2.99","36.93"
"Patricia Johnson","Jon Stephens","2007-04-30","0.99","36.93"
"Patricia Johnson","Jon Stephens","2007-04-30","10.99","36.93"
"Patricia Johnson","Jon Stephens","2007-04-30","6.99","36.93"
"Patricia Johnson","Mike Hillyer","2007-04-30","4.99","36.93"
"Patricia Johnson","Jon Stephens","2007-04-30","6.99","36.93"
"Linda Williams","Mike Hillyer","2007-04-30","2.99","50.89"
"Linda Williams","Mike Hillyer","2007-04-30","1.99","50.89"
"Linda Williams","Jon Stephens","2007-04-30","3.99","50.89"
"Linda Williams","Jon Stephens","2007-04-30","4.99","50.89"
"Barbara Jones","Mike Hillyer","2007-04-30","5.99","62.87"
"Barbara Jones","Mike Hillyer","2007-04-30","5.99","62.87"
"Elizabeth Brown","Mike Hillyer","2007-04-30","1.99","73.84"
"Elizabeth Brown","Mike Hillyer","2007-04-30","3.99","73.84"
"Elizabeth Brown","Mike Hillyer","2007-04-30","4.99","73.84"
"Maria Miller","Jon Stephens","2007-04-30","7.99","81.83"
"Susan Wilson","Jon Stephens","2007-04-30","0.99","85.81"
"Susan Wilson","Jon Stephens","2007-04-30","2.99","85.81"
"Margaret Moore","Mike Hillyer","2007-04-30","4.99","90.80"
"Dorothy Taylor","Mike Hillyer","2007-04-30","4.99","95.79"
"Lisa Anderson","Jon Stephens","2007-04-30","6.99","112.77"
"Lisa Anderson","Mike Hillyer","2007-04-30","9.99","112.77"
"Nancy Thomas","Jon Stephens","2007-04-30","5.99","136.72"
"Nancy Thomas","Jon Stephens","2007-04-30","4.99","136.72"
"Nancy Thomas","Jon Stephens","2007-04-30","5.99","136.72"
"Nancy Thomas","Mike Hillyer","2007-04-30","5.99","136.72"
"Nancy Thomas","Jon Stephens","2007-04-30","0.99","136.72"
"Karen Jackson","Mike Hillyer","2007-04-30","4.99","161.67"
"Karen Jackson","Jon Stephens","2007-04-30","9.99","161.67"
"Karen Jackson","Jon Stephens","2007-04-30","0.99","161.67"
"Karen Jackson","Mike Hillyer","2007-04-30","0.99","161.67"
"Karen Jackson","Mike Hillyer","2007-04-30","7.99","161.67"
"Betty White","Mike Hillyer","2007-04-30","2.99","169.65"
"Betty White","Jon Stephens","2007-04-30","4.99","169.65"
"Helen Harris","Jon Stephens","2007-04-30","4.99","177.63"
"Helen Harris","Mike Hillyer","2007-04-30","2.99","177.63"
"Sandra Martin","Jon Stephens","2007-04-30","5.99","184.61"
"Sandra Martin","Jon Stephens","2007-04-30","0.99","184.61"
"Donna Thompson","Jon Stephens","2007-04-30","8.99","206.57"
"Donna Thompson","Mike Hillyer","2007-04-30","2.99","206.57"
"Donna Thompson","Jon Stephens","2007-04-30","8.99","206.57"
"Donna Thompson","Mike Hillyer","2007-04-30","0.99","206.57"
"Carol Garcia","Mike Hillyer","2007-04-30","4.99","216.55"
"Carol Garcia","Jon Stephens","2007-04-30","4.99","216.55"
"Ruth Martinez","Mike Hillyer","2007-04-30","0.99","241.51"
"Ruth Martinez","Mike Hillyer","2007-04-30","7.99","241.51"
"Ruth Martinez","Jon Stephens","2007-04-30","9.99","241.51"
"Ruth Martinez","Mike Hillyer","2007-04-30","5.99","241.51"
"Sharon Robinson","Jon Stephens","2007-04-30","3.99","250.49"
"Sharon Robinson","Jon Stephens","2007-04-30","4.99","250.49"
"Michelle Clark","Mike Hillyer","2007-04-30","5.99","257.47"
"Michelle Clark","Jon Stephens","2007-04-30","0.99","257.47"
"Laura Rodriguez","Jon Stephens","2007-04-30","0.99","263.45"
"Laura Rodriguez","Mike Hillyer","2007-04-30","4.99","263.45"
"Sarah Lewis","Jon Stephens","2007-04-30","5.99","290.41"
"Sarah Lewis","Mike Hillyer","2007-04-30","6.99","290.41"
"Sarah Lewis","Jon Stephens","2007-04-30","3.99","290.41"
"Sarah Lewis","Jon Stephens","2007-04-30","9.99","290.41"
"Kimberly Lee","Jon Stephens","2007-04-30","0.99","297.38"
"Kimberly Lee","Mike Hillyer","2007-04-30","4.99","297.38"
"Kimberly Lee","Mike Hillyer","2007-04-30","0.99","297.38"
"Deborah Walker","Mike Hillyer","2007-04-30","8.99","315.34"
"Deborah Walker","Jon Stephens","2007-04-30","2.99","315.34"
"Deborah Walker","Jon Stephens","2007-04-30","2.99","315.34"
"Deborah Walker","Jon Stephens","2007-04-30","2.99","315.34"
"Jessica Hall","Mike Hillyer","2007-04-30","0.99","316.33"
"Shirley Allen","Jon Stephens","2007-04-30","5.99","336.29"
"Shirley Allen","Mike Hillyer","2007-04-30","7.99","336.29"
"Shirley Allen","Mike Hillyer","2007-04-30","4.99","336.29"
"Shirley Allen","Jon Stephens","2007-04-30","0.99","336.29"
"Cynthia Young","Jon Stephens","2007-04-30","2.99","352.25"
"Cynthia Young","Jon Stephens","2007-04-30","2.99","352.25"
"Cynthia Young","Jon Stephens","2007-04-30","4.99","352.25"
"Cynthia Young","Jon Stephens","2007-04-30","4.99","352.25"
"Angela Hernandez","Mike Hillyer","2007-04-30","4.99","362.23"
"Angela Hernandez","Jon Stephens","2007-04-30","4.99","362.23"
"Melissa King","Mike Hillyer","2007-04-30","2.99","370.19"
"Melissa King","Jon Stephens","2007-04-30","0.99","370.19"
